iteracao,index,views,tabelas_temporarias,operacao,variacao,tempo
0,brin,0,1,dist_med_api,0,"29,77175927"
1,brin,0,1,dist_med_api,0,"27,40024734"
2,brin,0,1,dist_med_api,0,"27,50030541"
3,brin,0,1,dist_med_api,0,"27,43358994"
4,brin,0,1,dist_med_api,0,"27,31604886"
5,brin,0,1,dist_med_api,0,"27,41697645"
6,brin,0,1,dist_med_api,0,"27,38381267"
7,brin,0,1,dist_med_api,0,"27,38352966"
8,brin,0,1,dist_med_api,0,"27,38367987"
9,brin,0,1,dist_med_api,0,"27,43376136"
10,brin,0,1,dist_med_api,0,"27,45043278"
11,brin,0,1,dist_med_api,0,"27,50033402"
12,brin,0,1,dist_med_api,0,"27,41700697"
13,brin,0,1,dist_med_api,0,"27,37681866"
14,brin,0,1,dist_med_api,0,"27,51709104"
15,brin,0,1,dist_med_api,0,"27,43376756"
16,brin,0,1,dist_med_api,0,"27,44935369"
17,brin,0,1,dist_med_api,0,"27,53376889"
18,brin,0,1,dist_med_api,0,"27,48361707"
19,brin,0,1,dist_med_api,0,"27,56700301"
20,brin,0,1,dist_med_api,0,"27,52376938"
21,brin,0,1,dist_med_api,0,"27,48363757"
22,brin,0,1,dist_med_api,0,"27,45034933"
23,brin,0,1,dist_med_api,0,"27,40045834"
24,brin,0,1,dist_med_api,0,"27,41705084"
25,brin,0,1,dist_med_api,0,"27,42915678"
26,brin,0,1,dist_med_api,0,"27,40034556"
27,brin,0,1,dist_med_api,0,"27,48381901"
28,brin,0,1,dist_med_api,0,"27,36794639"
29,brin,0,1,dist_med_api,0,"27,49447131"
0,brin,0,1,dist_max_pt_med,0,"10,31665468"
1,brin,0,1,dist_max_pt_med,0,"9,916790485"
2,brin,0,1,dist_max_pt_med,0,"10,06676459"
3,brin,0,1,dist_max_pt_med,0,"10,03360295"
4,brin,0,1,dist_max_pt_med,0,"10,06687093"
5,brin,0,1,dist_max_pt_med,0,"10,06678724"
6,brin,0,1,dist_max_pt_med,0,"10,08241487"
7,brin,0,1,dist_max_pt_med,0,"10,08348727"
8,brin,0,1,dist_max_pt_med,0,"10,05006647"
9,brin,0,1,dist_max_pt_med,0,"10,06681037"
10,brin,0,1,dist_max_pt_med,0,"10,01677918"
11,brin,0,1,dist_max_pt_med,0,"10,05006361"
12,brin,0,1,dist_max_pt_med,0,"10,01677299"
13,brin,0,1,dist_max_pt_med,0,"10,03308582"
14,brin,0,1,dist_max_pt_med,0,"10,0825386"
15,brin,0,1,dist_max_pt_med,0,"10,05008245"
16,brin,0,1,dist_max_pt_med,0,"10,06684518"
17,brin,0,1,dist_max_pt_med,0,"10,00011611"
18,brin,0,1,dist_max_pt_med,0,"10,01676106"
19,brin,0,1,dist_max_pt_med,0,"10,05009818"
20,brin,0,1,dist_max_pt_med,0,"10,04937935"
21,brin,0,1,dist_max_pt_med,0,"10,03345895"
22,brin,0,1,dist_max_pt_med,0,"10,06781435"
23,brin,0,1,dist_max_pt_med,0,"10,00007129"
24,brin,0,1,dist_max_pt_med,0,"10,01671195"
25,brin,0,1,dist_max_pt_med,0,"9,983476639"
26,brin,0,1,dist_max_pt_med,0,"10,0833447"
27,brin,0,1,dist_max_pt_med,0,"10,03349853"
28,brin,0,1,dist_max_pt_med,0,"10,03821254"
29,brin,0,1,dist_max_pt_med,0,"10,0510211"
0,brin,0,1,dist_max_api,0,"27,23361015"
1,brin,0,1,dist_max_api,0,"27,26694393"
2,brin,0,1,dist_max_api,0,"27,23364449"
3,brin,0,1,dist_max_api,0,"27,20951915"
4,brin,0,1,dist_max_api,0,"27,16700792"
5,brin,0,1,dist_max_api,0,"27,12889028"
6,brin,0,1,dist_max_api,0,"27,23365903"
7,brin,0,1,dist_max_api,0,"27,23833942"
8,brin,0,1,dist_max_api,0,"27,4169662"
9,brin,0,1,dist_max_api,0,"27,23369837"
10,brin,0,1,dist_max_api,0,"27,2700181"
11,brin,0,1,dist_max_api,0,"27,23371577"
12,brin,0,1,dist_max_api,0,"27,2169981"
13,brin,0,1,dist_max_api,0,"27,20291424"
14,brin,0,1,dist_max_api,0,"27,21685982"
15,brin,0,1,dist_max_api,0,"27,18355465"
16,brin,0,1,dist_max_api,0,"27,25247025"
17,brin,0,1,dist_max_api,0,"27,25034881"
18,brin,0,1,dist_max_api,0,"27,21714234"
19,brin,0,1,dist_max_api,0,"27,30035472"
20,brin,0,1,dist_max_api,0,"27,26700044"
21,brin,0,1,dist_max_api,0,"27,28373694"
22,brin,0,1,dist_max_api,0,"27,26703"
23,brin,0,1,dist_max_api,0,"27,28365588"
24,brin,0,1,dist_max_api,0,"27,33318853"
25,brin,0,1,dist_max_api,0,"27,21708965"
26,brin,0,1,dist_max_api,0,"27,24064422"
27,brin,0,1,dist_max_api,0,"27,72993398"
28,brin,0,1,dist_max_api,0,"27,39772391"
29,brin,0,1,dist_max_api,0,"27,21735144"
0,brin,0,1,dist_pt_med,0,"4,699945211"
1,brin,0,1,dist_pt_med,0,"4,666554689"
2,brin,0,1,dist_pt_med,0,"4,69892931"
3,brin,0,1,dist_pt_med,0,"4,749977112"
4,brin,0,1,dist_pt_med,0,"4,730416536"
5,brin,0,1,dist_pt_med,0,"4,699880838"
6,brin,0,1,dist_pt_med,0,"4,698838949"
7,brin,0,1,dist_pt_med,0,"4,703112602"
8,brin,0,1,dist_pt_med,0,"4,666647911"
9,brin,0,1,dist_pt_med,0,"4,66265583"
10,brin,0,1,dist_pt_med,0,"4,667426586"
11,brin,0,1,dist_pt_med,0,"4,73317194"
12,brin,0,1,dist_pt_med,0,"4,716565847"
13,brin,0,1,dist_pt_med,0,"4,733236313"
14,brin,0,1,dist_pt_med,0,"4,716999292"
15,brin,0,1,dist_pt_med,0,"4,702039242"
16,brin,0,1,dist_pt_med,0,"4,699847937"
17,brin,0,1,dist_pt_med,0,"4,693134546"
18,brin,0,1,dist_pt_med,0,"4,716531992"
19,brin,0,1,dist_pt_med,0,"4,700153589"
20,brin,0,1,dist_pt_med,0,"4,699786186"
21,brin,0,1,dist_pt_med,0,"4,716574669"
22,brin,0,1,dist_pt_med,0,"4,716669083"
23,brin,0,1,dist_pt_med,0,"4,71639514"
24,brin,0,1,dist_pt_med,0,"4,696222782"
25,brin,0,1,dist_pt_med,0,"4,683392286"
26,brin,0,1,dist_pt_med,0,"4,704907179"
27,brin,0,1,dist_pt_med,0,"4,716660976"
28,brin,0,1,dist_pt_med,0,"4,733247042"
29,brin,0,1,dist_pt_med,0,"4,79987812"
0,brin,0,1,pertinencia,ST_contains,"70,02483106"
1,brin,0,1,pertinencia,ST_contains,"67,4562695"
2,brin,0,1,pertinencia,ST_contains,"65,47556615"
3,brin,0,1,pertinencia,ST_contains,"67,61286736"
4,brin,0,1,pertinencia,ST_contains,"66,58622122"
5,brin,0,1,pertinencia,ST_contains,"61,44417572"
6,brin,0,1,pertinencia,ST_contains,"59,87192941"
7,brin,0,1,pertinencia,ST_contains,"57,11851215"
8,brin,0,1,pertinencia,ST_contains,"57,22785354"
9,brin,0,1,pertinencia,ST_contains,"61,82271385"
10,brin,0,1,pertinencia,ST_contains,"61,33496928"
11,brin,0,1,pertinencia,ST_contains,"61,75577831"
12,brin,0,1,pertinencia,ST_contains,"62,26959467"
13,brin,0,1,pertinencia,ST_contains,"60,34569335"
14,brin,0,1,pertinencia,ST_contains,"59,56307411"
15,brin,0,1,pertinencia,ST_contains,"62,0417521"
16,brin,0,1,pertinencia,ST_contains,"59,50639915"
17,brin,0,1,pertinencia,ST_contains,"58,657866"
18,brin,0,1,pertinencia,ST_contains,"59,25044632"
19,brin,0,1,pertinencia,ST_contains,"61,223212"
20,brin,0,1,pertinencia,ST_contains,"61,71862841"
21,brin,0,1,pertinencia,ST_contains,"62,253016"
22,brin,0,1,pertinencia,ST_contains,"61,3390131"
23,brin,0,1,pertinencia,ST_contains,"57,66854072"
24,brin,0,1,pertinencia,ST_contains,"61,505934"
25,brin,0,1,pertinencia,ST_contains,"62,17220521"
26,brin,0,1,pertinencia,ST_contains,"60,52396655"
27,brin,0,1,pertinencia,ST_contains,"58,57836151"
28,brin,0,1,pertinencia,ST_contains,"57,07270885"
29,brin,0,1,pertinencia,ST_contains,"59,35795236"
0,brin,0,1,pertinencia,ST_coveredby,"61,91759467"
1,brin,0,1,pertinencia,ST_coveredby,"61,53806734"
2,brin,0,1,pertinencia,ST_coveredby,"61,58025265"
3,brin,0,1,pertinencia,ST_coveredby,"61,63239121"
4,brin,0,1,pertinencia,ST_coveredby,"61,60266685"
5,brin,0,1,pertinencia,ST_coveredby,"61,73416352"
6,brin,0,1,pertinencia,ST_coveredby,"61,58411574"
7,brin,0,1,pertinencia,ST_coveredby,"61,63426709"
8,brin,0,1,pertinencia,ST_coveredby,"61,50079608"
9,brin,0,1,pertinencia,ST_coveredby,"61,61751342"
10,brin,0,1,pertinencia,ST_coveredby,"61,40074539"
11,brin,0,1,pertinencia,ST_coveredby,"61,46747589"
12,brin,0,1,pertinencia,ST_coveredby,"61,41679811"
13,brin,0,1,pertinencia,ST_coveredby,"61,29863715"
14,brin,0,1,pertinencia,ST_coveredby,"61,53710508"
15,brin,0,1,pertinencia,ST_coveredby,"61,61755562"
16,brin,0,1,pertinencia,ST_coveredby,"62,08318591"
17,brin,0,1,pertinencia,ST_coveredby,"61,41861653"
18,brin,0,1,pertinencia,ST_coveredby,"61,35084867"
19,brin,0,1,pertinencia,ST_coveredby,"61,35071015"
20,brin,0,1,pertinencia,ST_coveredby,"61,35086894"
21,brin,0,1,pertinencia,ST_coveredby,"61,4295609"
22,brin,0,1,pertinencia,ST_coveredby,"61,52215195"
23,brin,0,1,pertinencia,ST_coveredby,"61,47040391"
24,brin,0,1,pertinencia,ST_coveredby,"61,64803457"
25,brin,0,1,pertinencia,ST_coveredby,"61,8007865"
26,brin,0,1,pertinencia,ST_coveredby,"61,63411975"
27,brin,0,1,pertinencia,ST_coveredby,"61,55086565"
28,brin,0,1,pertinencia,ST_coveredby,"61,55080032"
29,brin,0,1,pertinencia,ST_coveredby,"61,43329549"
0,brin,0,1,pertinencia,ST_disjoint,"241,2701006"
1,brin,0,1,pertinencia,ST_disjoint,"241,6200266"
2,brin,0,1,pertinencia,ST_disjoint,"242,3699913"
3,brin,0,1,pertinencia,ST_disjoint,"241,6866999"
4,brin,0,1,pertinencia,ST_disjoint,"241,6532729"
5,brin,0,1,pertinencia,ST_disjoint,"241,2529404"
6,brin,0,1,pertinencia,ST_disjoint,"241,7202678"
7,brin,0,1,pertinencia,ST_disjoint,"241,6367712"
8,brin,0,1,pertinencia,ST_disjoint,"240,9033067"
9,brin,0,1,pertinencia,ST_disjoint,"241,419915"
10,brin,0,1,pertinencia,ST_disjoint,"241,3199415"
11,brin,0,1,pertinencia,ST_disjoint,"241,9700689"
12,brin,0,1,pertinencia,ST_disjoint,"241,5366619"
13,brin,0,1,pertinencia,ST_disjoint,"241,5366693"
14,brin,0,1,pertinencia,ST_disjoint,"241,5698292"
15,brin,0,1,pertinencia,ST_disjoint,"241,3367558"
16,brin,0,1,pertinencia,ST_disjoint,"241,4032571"
17,brin,0,1,pertinencia,ST_disjoint,"241,3199708"
18,brin,0,1,pertinencia,ST_disjoint,"241,5532577"
19,brin,0,1,pertinencia,ST_disjoint,"241,6700134"
20,brin,0,1,pertinencia,ST_disjoint,"241,3033612"
21,brin,0,1,pertinencia,ST_disjoint,"241,7033594"
22,brin,0,1,pertinencia,ST_disjoint,"241,8699517"
23,brin,0,1,pertinencia,ST_disjoint,"241,5865886"
24,brin,0,1,pertinencia,ST_disjoint,"241,2366958"
25,brin,0,1,pertinencia,ST_disjoint,"241,1367321"
26,brin,0,1,pertinencia,ST_disjoint,"242,1021695"
27,brin,0,1,pertinencia,ST_disjoint,"241,6709855"
28,brin,0,1,pertinencia,ST_disjoint,"241,2699721"
29,brin,0,1,pertinencia,ST_disjoint,"241,1533659"
0,brin,0,1,pertinencia,ST_intersects,"61,46751046"
1,brin,0,1,pertinencia,ST_intersects,"61,55083704"
2,brin,0,1,pertinencia,ST_intersects,"61,30085802"
3,brin,0,1,pertinencia,ST_intersects,"61,3008461"
4,brin,0,1,pertinencia,ST_intersects,"61,51752901"
5,brin,0,1,pertinencia,ST_intersects,"61,52536225"
6,brin,0,1,pertinencia,ST_intersects,"61,54291105"
7,brin,0,1,pertinencia,ST_intersects,"61,63421226"
8,brin,0,1,pertinencia,ST_intersects,"61,50073791"
9,brin,0,1,pertinencia,ST_intersects,"63,03420019"
10,brin,0,1,pertinencia,ST_intersects,"61,50084662"
11,brin,0,1,pertinencia,ST_intersects,"61,4675951"
12,brin,0,1,pertinencia,ST_intersects,"61,50078416"
13,brin,0,1,pertinencia,ST_intersects,"61,45379281"
14,brin,0,1,pertinencia,ST_intersects,"61,53113055"
15,brin,0,1,pertinencia,ST_intersects,"61,61760879"
16,brin,0,1,pertinencia,ST_intersects,"61,35094738"
17,brin,0,1,pertinencia,ST_intersects,"61,28410697"
18,brin,0,1,pertinencia,ST_intersects,"61,26748037"
19,brin,0,1,pertinencia,ST_intersects,"61,20082474"
20,brin,0,1,pertinencia,ST_intersects,"61,40090752"
21,brin,0,1,pertinencia,ST_intersects,"61,35075021"
22,brin,0,1,pertinencia,ST_intersects,"61,31758165"
23,brin,0,1,pertinencia,ST_intersects,"61,48403835"
24,brin,0,1,pertinencia,ST_intersects,"61,50086141"
25,brin,0,1,pertinencia,ST_intersects,"61,25681233"
26,brin,0,1,pertinencia,ST_intersects,"61,21147633"
27,brin,0,1,pertinencia,ST_intersects,"61,35101891"
28,brin,0,1,pertinencia,ST_intersects,"61,30083704"
29,brin,0,1,pertinencia,ST_intersects,"61,33423924"
0,brin,0,1,pertinencia,ST_within,"61,44152522"
1,brin,0,1,pertinencia,ST_within,"61,60109949"
2,brin,0,1,pertinencia,ST_within,"61,57648444"
3,brin,0,1,pertinencia,ST_within,"61,45084548"
4,brin,0,1,pertinencia,ST_within,"61,60076308"
5,brin,0,1,pertinencia,ST_within,"61,70091224"
6,brin,0,1,pertinencia,ST_within,"61,75080442"
7,brin,0,1,pertinencia,ST_within,"61,80089331"
8,brin,0,1,pertinencia,ST_within,"61,71720409"
9,brin,0,1,pertinencia,ST_within,"61,50090909"
10,brin,0,1,pertinencia,ST_within,"61,5675149"
11,brin,0,1,pertinencia,ST_within,"61,4822979"
12,brin,0,1,pertinencia,ST_within,"61,65272379"
13,brin,0,1,pertinencia,ST_within,"61,66749692"
14,brin,0,1,pertinencia,ST_within,"61,61743379"
15,brin,0,1,pertinencia,ST_within,"62,08426571"
16,brin,0,1,pertinencia,ST_within,"61,65086031"
17,brin,0,1,pertinencia,ST_within,"61,78419662"
18,brin,0,1,pertinencia,ST_within,"61,80079603"
19,brin,0,1,pertinencia,ST_within,"61,85083604"
20,brin,0,1,pertinencia,ST_within,"61,61755323"
21,brin,0,1,pertinencia,ST_within,"61,71943283"
22,brin,0,1,pertinencia,ST_within,"61,76563191"
23,brin,0,1,pertinencia,ST_within,"61,6508615"
24,brin,0,1,pertinencia,ST_within,"61,68415213"
25,brin,0,1,pertinencia,ST_within,"61,45075417"
26,brin,0,1,pertinencia,ST_within,"61,53413439"
27,brin,0,1,pertinencia,ST_within,"61,70085454"
28,brin,0,1,pertinencia,ST_within,"61,60091424"
29,brin,0,1,pertinencia,ST_within,"61,58425403"
0,spgist,0,1,dist_med_api,0,"31,20349288"
1,spgist,0,1,dist_med_api,0,"28,88458586"
2,spgist,0,1,dist_med_api,0,"28,77965903"
3,spgist,0,1,dist_med_api,0,"28,77647877"
4,spgist,0,1,dist_med_api,0,"28,66198158"
5,spgist,0,1,dist_med_api,0,"28,53736877"
6,spgist,0,1,dist_med_api,0,"28,36990166"
7,spgist,0,1,dist_med_api,0,"28,49144411"
8,spgist,0,1,dist_med_api,0,"28,37366295"
9,spgist,0,1,dist_med_api,0,"28,49884677"
10,spgist,0,1,dist_med_api,0,"28,3566277"
11,spgist,0,1,dist_med_api,0,"28,32018495"
12,spgist,0,1,dist_med_api,0,"28,52947283"
13,spgist,0,1,dist_med_api,0,"28,46633005"
14,spgist,0,1,dist_med_api,0,"28,79868531"
15,spgist,0,1,dist_med_api,0,"28,62661171"
16,spgist,0,1,dist_med_api,0,"28,70718336"
17,spgist,0,1,dist_med_api,0,"28,92314601"
18,spgist,0,1,dist_med_api,0,"28,61275673"
19,spgist,0,1,dist_med_api,0,"28,49251223"
20,spgist,0,1,dist_med_api,0,"28,54301381"
21,spgist,0,1,dist_med_api,0,"28,57093763"
22,spgist,0,1,dist_med_api,0,"28,5154686"
23,spgist,0,1,dist_med_api,0,"28,45714808"
24,spgist,0,1,dist_med_api,0,"28,39710975"
25,spgist,0,1,dist_med_api,0,"28,54171419"
26,spgist,0,1,dist_med_api,0,"28,54726601"
27,spgist,0,1,dist_med_api,0,"28,44482565"
28,spgist,0,1,dist_med_api,0,"28,61570096"
29,spgist,0,1,dist_med_api,0,"28,48072672"
0,spgist,0,1,dist_max_pt_med,0,"10,53164935"
1,spgist,0,1,dist_max_pt_med,0,"10,33541679"
2,spgist,0,1,dist_max_pt_med,0,"10,1994946"
3,spgist,0,1,dist_max_pt_med,0,"10,16696262"
4,spgist,0,1,dist_max_pt_med,0,"10,36155248"
5,spgist,0,1,dist_max_pt_med,0,"10,19266748"
6,spgist,0,1,dist_max_pt_med,0,"10,41551328"
7,spgist,0,1,dist_max_pt_med,0,"10,33854103"
8,spgist,0,1,dist_max_pt_med,0,"10,34874821"
9,spgist,0,1,dist_max_pt_med,0,"10,24365973"
10,spgist,0,1,dist_max_pt_med,0,"10,42931628"
11,spgist,0,1,dist_max_pt_med,0,"10,2482028"
12,spgist,0,1,dist_max_pt_med,0,"10,22494578"
13,spgist,0,1,dist_max_pt_med,0,"10,32531428"
14,spgist,0,1,dist_max_pt_med,0,"10,36776066"
15,spgist,0,1,dist_max_pt_med,0,"10,30562162"
16,spgist,0,1,dist_max_pt_med,0,"10,35127997"
17,spgist,0,1,dist_max_pt_med,0,"10,65945196"
18,spgist,0,1,dist_max_pt_med,0,"10,31467819"
19,spgist,0,1,dist_max_pt_med,0,"10,33422422"
20,spgist,0,1,dist_max_pt_med,0,"10,44464374"
21,spgist,0,1,dist_max_pt_med,0,"10,26957583"
22,spgist,0,1,dist_max_pt_med,0,"10,28831172"
23,spgist,0,1,dist_max_pt_med,0,"10,47855163"
24,spgist,0,1,dist_max_pt_med,0,"10,24908543"
25,spgist,0,1,dist_max_pt_med,0,"10,42163873"
26,spgist,0,1,dist_max_pt_med,0,"10,3866148"
27,spgist,0,1,dist_max_pt_med,0,"10,32518387"
28,spgist,0,1,dist_max_pt_med,0,"10,31988382"
29,spgist,0,1,dist_max_pt_med,0,"10,45184302"
0,spgist,0,1,dist_max_api,0,"28,67405558"
1,spgist,0,1,dist_max_api,0,"28,47359705"
2,spgist,0,1,dist_max_api,0,"28,20420694"
3,spgist,0,1,dist_max_api,0,"28,41813564"
4,spgist,0,1,dist_max_api,0,"28,32710028"
5,spgist,0,1,dist_max_api,0,"28,31250691"
6,spgist,0,1,dist_max_api,0,"28,25021505"
7,spgist,0,1,dist_max_api,0,"28,30616164"
8,spgist,0,1,dist_max_api,0,"28,42772269"
9,spgist,0,1,dist_max_api,0,"28,3007133"
10,spgist,0,1,dist_max_api,0,"28,52629399"
11,spgist,0,1,dist_max_api,0,"28,5364573"
12,spgist,0,1,dist_max_api,0,"28,33591032"
13,spgist,0,1,dist_max_api,0,"28,47319245"
14,spgist,0,1,dist_max_api,0,"28,43126202"
15,spgist,0,1,dist_max_api,0,"28,39784551"
16,spgist,0,1,dist_max_api,0,"28,62439132"
17,spgist,0,1,dist_max_api,0,"28,34079003"
18,spgist,0,1,dist_max_api,0,"28,23972487"
19,spgist,0,1,dist_max_api,0,"28,24258018"
20,spgist,0,1,dist_max_api,0,"28,42548203"
21,spgist,0,1,dist_max_api,0,"28,26613545"
22,spgist,0,1,dist_max_api,0,"28,18546247"
23,spgist,0,1,dist_max_api,0,"28,27128577"
24,spgist,0,1,dist_max_api,0,"28,17474008"
25,spgist,0,1,dist_max_api,0,"28,26115847"
26,spgist,0,1,dist_max_api,0,"28,3796916"
27,spgist,0,1,dist_max_api,0,"28,43418264"
28,spgist,0,1,dist_max_api,0,"28,25763774"
29,spgist,0,1,dist_max_api,0,"28,3090837"
0,spgist,0,1,dist_pt_med,0,"5,258513212"
1,spgist,0,1,dist_pt_med,0,"5,156966686"
2,spgist,0,1,dist_pt_med,0,"5,161634922"
3,spgist,0,1,dist_pt_med,0,"5,138420343"
4,spgist,0,1,dist_pt_med,0,"5,480888605"
5,spgist,0,1,dist_pt_med,0,"5,149073362"
6,spgist,0,1,dist_pt_med,0,"5,145442009"
7,spgist,0,1,dist_pt_med,0,"5,149218321"
8,spgist,0,1,dist_pt_med,0,"5,200253248"
9,spgist,0,1,dist_pt_med,0,"5,150099039"
10,spgist,0,1,dist_pt_med,0,"5,386368513"
11,spgist,0,1,dist_pt_med,0,"5,217144966"
12,spgist,0,1,dist_pt_med,0,"5,201287985"
13,spgist,0,1,dist_pt_med,0,"5,175945044"
14,spgist,0,1,dist_pt_med,0,"5,204526424"
15,spgist,0,1,dist_pt_med,0,"5,366140127"
16,spgist,0,1,dist_pt_med,0,"5,458570242"
17,spgist,0,1,dist_pt_med,0,"5,219428778"
18,spgist,0,1,dist_pt_med,0,"5,19102788"
19,spgist,0,1,dist_pt_med,0,"5,253285646"
20,spgist,0,1,dist_pt_med,0,"5,285087347"
21,spgist,0,1,dist_pt_med,0,"5,260973454"
22,spgist,0,1,dist_pt_med,0,"5,419432163"
23,spgist,0,1,dist_pt_med,0,"5,245822191"
24,spgist,0,1,dist_pt_med,0,"5,223925591"
25,spgist,0,1,dist_pt_med,0,"5,23003006"
26,spgist,0,1,dist_pt_med,0,"5,215935469"
27,spgist,0,1,dist_pt_med,0,"5,246442318"
28,spgist,0,1,dist_pt_med,0,"5,389333725"
29,spgist,0,1,dist_pt_med,0,"5,991041422"
0,spgist,0,1,pertinencia,ST_contains,"57,5305171"
1,spgist,0,1,pertinencia,ST_contains,"56,74533963"
2,spgist,0,1,pertinencia,ST_contains,"56,66238451"
3,spgist,0,1,pertinencia,ST_contains,"56,64205098"
4,spgist,0,1,pertinencia,ST_contains,"56,63386369"
5,spgist,0,1,pertinencia,ST_contains,"56,50955224"
6,spgist,0,1,pertinencia,ST_contains,"56,57640719"
7,spgist,0,1,pertinencia,ST_contains,"56,55377221"
8,spgist,0,1,pertinencia,ST_contains,"56,4907968"
9,spgist,0,1,pertinencia,ST_contains,"56,63344169"
10,spgist,0,1,pertinencia,ST_contains,"56,52790093"
11,spgist,0,1,pertinencia,ST_contains,"56,69636559"
12,spgist,0,1,pertinencia,ST_contains,"56,75612211"
13,spgist,0,1,pertinencia,ST_contains,"56,5793128"
14,spgist,0,1,pertinencia,ST_contains,"56,83956289"
15,spgist,0,1,pertinencia,ST_contains,"56,93962479"
16,spgist,0,1,pertinencia,ST_contains,"56,45535541"
17,spgist,0,1,pertinencia,ST_contains,"58,76165557"
18,spgist,0,1,pertinencia,ST_contains,"56,35498691"
19,spgist,0,1,pertinencia,ST_contains,"56,95891261"
20,spgist,0,1,pertinencia,ST_contains,"56,75181007"
21,spgist,0,1,pertinencia,ST_contains,"56,83142233"
22,spgist,0,1,pertinencia,ST_contains,"57,27772045"
23,spgist,0,1,pertinencia,ST_contains,"56,60142899"
24,spgist,0,1,pertinencia,ST_contains,"56,78022957"
25,spgist,0,1,pertinencia,ST_contains,"56,66222906"
26,spgist,0,1,pertinencia,ST_contains,"57,96771574"
27,spgist,0,1,pertinencia,ST_contains,"56,5692215"
28,spgist,0,1,pertinencia,ST_contains,"56,91402483"
29,spgist,0,1,pertinencia,ST_contains,"56,58457255"
0,spgist,0,1,pertinencia,ST_coveredby,"62,15082884"
1,spgist,0,1,pertinencia,ST_coveredby,"61,61740446"
2,spgist,0,1,pertinencia,ST_coveredby,"61,63432837"
3,spgist,0,1,pertinencia,ST_coveredby,"61,56744289"
4,spgist,0,1,pertinencia,ST_coveredby,"61,6507678"
5,spgist,0,1,pertinencia,ST_coveredby,"61,55088782"
6,spgist,0,1,pertinencia,ST_coveredby,"61,53421831"
7,spgist,0,1,pertinencia,ST_coveredby,"61,50073314"
8,spgist,0,1,pertinencia,ST_coveredby,"61,56756592"
9,spgist,0,1,pertinencia,ST_coveredby,"61,85090733"
10,spgist,0,1,pertinencia,ST_coveredby,"61,81745172"
11,spgist,0,1,pertinencia,ST_coveredby,"61,71752787"
12,spgist,0,1,pertinencia,ST_coveredby,"61,76748657"
13,spgist,0,1,pertinencia,ST_coveredby,"62,03412676"
14,spgist,0,1,pertinencia,ST_coveredby,"61,95093608"
15,spgist,0,1,pertinencia,ST_coveredby,"61,68411827"
16,spgist,0,1,pertinencia,ST_coveredby,"61,43420458"
17,spgist,0,1,pertinencia,ST_coveredby,"61,61744857"
18,spgist,0,1,pertinencia,ST_coveredby,"61,55096507"
19,spgist,0,1,pertinencia,ST_coveredby,"61,56748295"
20,spgist,0,1,pertinencia,ST_coveredby,"61,60083985"
21,spgist,0,1,pertinencia,ST_coveredby,"61,56751227"
22,spgist,0,1,pertinencia,ST_coveredby,"61,50089502"
23,spgist,0,1,pertinencia,ST_coveredby,"61,38414598"
24,spgist,0,1,pertinencia,ST_coveredby,"61,58426976"
25,spgist,0,1,pertinencia,ST_coveredby,"61,80074716"
26,spgist,0,1,pertinencia,ST_coveredby,"61,73403645"
27,spgist,0,1,pertinencia,ST_coveredby,"61,58425879"
28,spgist,0,1,pertinencia,ST_coveredby,"61,55076957"
29,spgist,0,1,pertinencia,ST_coveredby,"61,63424754"
0,spgist,0,1,pertinencia,ST_disjoint,"242,1033342"
1,spgist,0,1,pertinencia,ST_disjoint,"241,3033283"
2,spgist,0,1,pertinencia,ST_disjoint,"241,736721"
3,spgist,0,1,pertinencia,ST_disjoint,"241,4199538"
4,spgist,0,1,pertinencia,ST_disjoint,"241,520036"
5,spgist,0,1,pertinencia,ST_disjoint,"241,5866086"
6,spgist,0,1,pertinencia,ST_disjoint,"241,8200097"
7,spgist,0,1,pertinencia,ST_disjoint,"241,2580826"
8,spgist,0,1,pertinencia,ST_disjoint,"242,1152017"
9,spgist,0,1,pertinencia,ST_disjoint,"241,0700262"
10,spgist,0,1,pertinencia,ST_disjoint,"241,5365474"
11,spgist,0,1,pertinencia,ST_disjoint,"241,0867007"
12,spgist,0,1,pertinencia,ST_disjoint,"241,5695655"
13,spgist,0,1,pertinencia,ST_disjoint,"241,5704343"
14,spgist,0,1,pertinencia,ST_disjoint,"242,4366384"
15,spgist,0,1,pertinencia,ST_disjoint,"241,8200285"
16,spgist,0,1,pertinencia,ST_disjoint,"241,570044"
17,spgist,0,1,pertinencia,ST_disjoint,"242,07003"
18,spgist,0,1,pertinencia,ST_disjoint,"242,0032976"
19,spgist,0,1,pertinencia,ST_disjoint,"241,7532382"
20,spgist,0,1,pertinencia,ST_disjoint,"241,3034377"
21,spgist,0,1,pertinencia,ST_disjoint,"241,3365271"
22,spgist,0,1,pertinencia,ST_disjoint,"241,7365782"
23,spgist,0,1,pertinencia,ST_disjoint,"240,8034065"
24,spgist,0,1,pertinencia,ST_disjoint,"241,1033466"
25,spgist,0,1,pertinencia,ST_disjoint,"241,7532878"
26,spgist,0,1,pertinencia,ST_disjoint,"241,7199926"
27,spgist,0,1,pertinencia,ST_disjoint,"241,7367218"
28,spgist,0,1,pertinencia,ST_disjoint,"241,6533148"
29,spgist,0,1,pertinencia,ST_disjoint,"242,1198912"
0,spgist,0,1,pertinencia,ST_intersects,"63,47049618"
1,spgist,0,1,pertinencia,ST_intersects,"63,33288789"
